9781450000000,Daniels' Running Formula-3rd Edition,Jack Daniels,Human Kinetics,12/31/2013,306
9780940000000,Galloway's Book on Running,Jeff Galloway,Shelter Publications,2002,275
9781840000000,Running Shoes,Frederick Lipp,Zero to Ten,9/1/2007,32
9780740000000,Fitness Running,"Richard L. Brown, Joe Henderson",Human Kinetics,2003,190
9780380000000,The Running Dream,Wendelin Van Draanen,Knopf Books for Young Readers,1/11/2011,352
9781450000000,Running Lean,Ash Maurya,"O'Reilly Media, Inc.",2/24/2012,240
9781410000000,"Had, Hoodwinked and Bamboozled (willie Lynch is Running Wild in the Democratic Party)!! and He Has the Black Community, Just where He Wants Them!!","Evang. G. E. McTyre, Evangelist Evang. G. E., BHG McTyre BA",Lulu.com,2006-01,138
9780870000000,Lore of Running,Timothy Noakes,Human Kinetics,2003,931
9781410000000,Harry Potter and the Deathly Hallows,J. K. Rowling,Bloomsbury Publishing,2014,619
9781780000000,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Pottermore,7/8/1999,448
9781780000000,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Pottermore,12/8/2015,309
9781340000000,Harry Potter Coloring Book,Inc. Scholastic,Scholastic Incorporated,11/10/2015,96
9781780000000,Harry Potter,Jody Revenson,Titan Books,9/25/2015,208
9780060000000,Harry Potter Page to Screen,Bob McCabe,Harper Design,10/25/2011,540
9780550000000,Harry Potter and the Order of the Phoenix,J. K. Rowling,Scholastic Paperbacks,8/27/2013,870
9781780000000,Harry Potter and the Cursed Child – Parts One and Two (Special Rehearsal Edition),"J.K. Rowling, John Tiffany, Jack Thorne",Pottermore,7/31/2016,320
9780550000000,The Hunger Games Trilogy,Suzanne Collins,Scholastic Inc.,5/1/2011,1000
9780550000000,The World of the Hunger Games,Kate Egan,Scholastic Inc.,3/23/2012,192
9780550000000,Catching Fire (The Second Book of the Hunger Games),Suzanne Collins,Scholastic Inc.,6/1/2010,400
9780550000000,The Hunger Games Tribute Guide,Emily Seife,Scholastic Inc.,2/7/2012,128
9781410000000,The Hunger Games Complete Trilogy,Suzanne Collins,Scholastic UK,10/3/2013,1344
9780550000000,The Hunger Games,Suzanne Collins,Scholastic Inc.,9/1/2009,384
9781120000000,The Hunger Games and Philosophy,"George A. Dunn, Nicolas Michaud",John Wiley & Sons,1/26/2012,272
9780770000000,How to Win at College,Cal Newport,Three Rivers Press,4/12/2005,208
9780200000000,How to Think about Analysis,Lara Alcock,"Oxford University Press, USA",2014,246
9780830000000,How to Read Superhero Comics and why,Geoff Klock,A&C Black,2002,204
9780870000000,How to Cook a Wolf,M. F. K. Fisher,Macmillan,10/1/1988,202
9781450000000,How to Do Things With Videogames,Ian Bogost,U of Minnesota Press,2011,180
9781450000000,How To Win Friends and Influence People,Dale Carnegie,Simon and Schuster,8/24/2010,320
9780810000000,How to Be an Adult,David Richo,Paulist Press,1/1/1991,144
9781420000000,How to Teach Now,"William Powell, Ochan Kusuma-Powell",ASCD,2011,178
9780310000000,How to Advertise,"Kenneth Roman, Jane Maas, Martin Nisenholtz",Macmillan,3/1/2005,263
9781120000000,Investing For Dummies,Eric Tyson,John Wiley & Sons,5/27/2016,432
9780470000000,ASVAB For Dummies,Rod Powers,John Wiley & Sons,11/29/2010,408
9781120000000,The Internet For Dummies,"John R. Levine, Margaret Levine Young",John Wiley & Sons,1/30/2015,384
9781120000000,Coding For Dummies,Nikhil Abraham,John Wiley & Sons,5/27/2016,288
9781120000000,iPhone 4S For Seniors For Dummies,Nancy C. Muir,John Wiley & Sons,12/9/2011,320
9781120000000,Bioinformatics For Dummies,"Jean-Michel Claverie, Cedric Notredame",John Wiley & Sons,2/10/2011,456
9781120000000,AutoCAD For Dummies,Bill Fane,John Wiley & Sons,5/2/2016,544
9780760000000,C++ For Dummies,Stephen R. Davis,John Wiley & Sons,5/3/2004,432
9781120000000,Spanish For Dummies,"Susana Wald, Cecie Kraynak",John Wiley & Sons,1/6/2011,432
9781120000000,Home Buying For Dummies,"Eric Tyson, Ray Brown",John Wiley & Sons,3/3/2011,408
9780700000000,Kumiko and the Dragon's Secret,Briony Stewart,Univ. of Queensland Press,2010,96
9781590000000,The Dragon Legacy,Nicholas de Vere,Book Tree,2004,437
9780130000000,Compilers,"Alfred V. Aho, Monica S. Lam, Jeffrey D. Ullman, Ravi Sethi",Pearson Higher Ed,11/21/2011,1000
9781100000000,Dragons Love Tacos,Adam Rubin,Penguin,6/14/2012,40
9781460000000,Dragon in the Clouds,Rosemary Nelson,Dundurn,10/1/1994,160
9780550000000,Dragon's Keep,Janet Lee Carey,Houghton Mifflin Harcourt,5/1/2008,320
9780810000000,Dragon,Steven Brust,Macmillan,11/15/1999,288
9781100000000,The Summer Dragon,Todd Lockwood,Penguin,5/3/2016,512
9780390000000,Ice Fire Water: A Leib Goldkorn Cocktail,Leslie Epstein,W. W. Norton & Company,8/8/2011,272
9780550000000,Icefire (The Last Dragon Chronicles #2),Chris d'Lacey,Scholastic Inc.,8/1/2011,432
9781450000000,Ice Fire,David Lyons,Simon and Schuster,3/26/2013,416
9781460000000,The Ice-Fire Legacy,Jack North,Xlibris Corporation,3/28/2002,567
9780990000000,Fire & Ice (book 1 Icefire Trilogy),Patty Jansen,Patty Jansen,10/6/2011,300
9780670000000,Icefire,"Judith Reeves-Stevens, Garfield Reeves-Stevens",Beyond Words/Atria Books,1998,484
9780550000000,The Last Council,Kazu Kibuishi,Scholastic Inc.,2011,207
9780550000000,Firelight (Amulet #7),Kazu Kibuishi,Scholastic Inc.,2/23/2016,208
9780810000000,Amulet,Roberto Bolaño,New Directions Publishing,5/17/2008,192
9781610000000,The Lie Tree,Frances Hardinge,Abrams,4/19/2016,384
9780550000000,The Cloud Searchers,Kazu Kibuishi,Scholastic Inc.,2010,197
9781440000000,The Stonekeeper,Kazu Kibuishi,Paw Prints,1/12/2009,208
9780880000000,Merriam-Webster's Encyclopedia of Literature,"Merriam-Webster, Inc",Merriam-Webster,1995,1236
9780880000000,Merriam-Webster's Crossword Puzzle Dictionary,"Merriam-Webster, Inc",Merriam-Webster,1996,775
9781440000000,Nora Webster,Colm Toibin,Simon and Schuster,10/7/2014,384
9780880000000,Merriam-Webster's Geographical Dictionary,"Merriam-Webster, Inc",Merriam-Webster,1997,1387
9781480000000,Webster,Ellen Emerson White,Simon and Schuster,11/3/2015,256
9780880000000,Merriam-Webster's Dictionary of Synonyms,"Merriam-Webster, Inc",Merriam-Webster,1984,940
9780880000000,Merriam-Webster's Encyclopedia of World Religions,"Wendy Doniger, Merriam-Webster, Inc",Merriam-Webster,1/1/1999,1181
9780880000000,Merriam-Webster's Collegiate Dictionary,Merriam-Webster,Merriam-Webster,2004,1623
9780200000000,A Dictionary of Psychology,Andrew M. Colman,"Oxford University Press, USA",2009,882
9780300000000,Lost for Words,Lynda Mugglestone,Yale University Press,2005,273
9780310000000,Dictionary of Polynesian Mythology,Robert D. Craig,Greenwood Publishing Group,1/1/1989,409
9780200000000,Oxford Dictionary of English,Angus Stevenson,"Oxford University Press, USA",8/19/2010,2112
9780820000000,Chamorro-English Dictionary,"Donald M. Topping, Pedro Ogo, Bernardita Dungca",University of Hawaii Press,1/1/1975,336
9780300000000,Cassell's Dictionary of Slang,Jonathon Green,"Sterling Publishing Company, Inc.",2005,1565
9781590000000,"Build-a-Skill Instant Books: Synonyms and Antonyms, Gr. K–1, eBook",Trisha Callella,Creative Teaching Press,1/1/2007,32
9781850000000,Dictionary of Synonyms and Antonyms,Martin Manser,Wordsworth Editions,1998,245
9780520000000,Using Arabic Synonyms,Dilworth Parkinson,Cambridge University Press,2006,688
9780520000000,Using Russian Synonyms,"Terence Wade, Nijole White",Cambridge University Press,1/28/2004,633
9783640000000,Synonyms,Franziska Hofmann,GRIN Verlag,2009-09,68
9780450000000,A Dictionary of Synonyms and Antonyms,"Joseph Devlin, Jerome Fried",BRILL,1961,384
9781420000000,Experience And Education,John Dewey,Simon and Schuster,11/1/2007,96
9780670000000,The Race Between Education and Technology,"Claudia Dale Goldin, Lawrence F. Katz",Harvard University Press,2008,488
9781440000000,Lowering Higher Education,"James E. Côté, Anton Allahar",University of Toronto Press,1/1/2011,243
9780300000000,Education at the Crossroads,Jacques Maritain,Yale University Press,1943,120
9780250000000,Changing Perspectives on International Education,"Patrick O'Meara, Howard D. Mehlinger, Roxana Ma Newman",Indiana University Press,2001,419
9780390000000,The Way of Mindful Education: Cultivating Well-Being in Teachers and Students,Daniel Rechtschaffen,W. W. Norton & Company,6/8/2014,352
9780750000000,Media Education,David Buckingham,John Wiley & Sons,6/26/2013,232
9780740000000,Locke's Education for Liberty,Nathan Tarcov,Lexington Books,1/1/1999,272
9780310000000,Real Education,Charles Murray,Crown Forum,8/19/2008,224
9780400000000,Escape Clause,John Sandford,Penguin,10/18/2016,400
9780350000000,The Language of Flowers,Vanessa Diffenbaugh,Ballantine Books,8/23/2011,336
9781620000000,The Exquisite Book of Paper Flowers,Livia Cetti,"Stewart, Tabori and Chang",4/8/2014,192
9781500000000,Flowers in the Attic: A Stage Play,V.C. Andrews,Simon and Schuster,10/28/2014,80
9781480000000,The Reason for Flowers,Stephen Buchmann,Simon and Schuster,7/21/2015,352
9783820000000,The Flower Book,"Edward Coley Burne-Jones, Gabriele Uerscheln",Taschen America Llc,1999,95
9780520000000,Diversity and Evolutionary Biology of Tropical Flowers,Peter K. Endress,Cambridge University Press,7/25/1996,511
9780440000000,The Play of Daniel Keyes' Flowers for Algernon,"Bert Coules, Daniel Keyes",Heinemann,1993,128
9781550000000,Sidewalk Flowers,JonArno Lawson,Groundwood Books Ltd,2/22/2015,32
9781630000000,The Ghosts of Heaven,Marcus Sedgwick,Macmillan,1/6/2015,368
9780550000000,Dog Heaven,Cynthia Rylant,Scholastic Inc.,11/1/2010,40
9781400000000,The Five People You Meet in Heaven,Mitch Albom,Hachette Books,4/1/2007,208
9780470000000,Armies of Heaven,Jay Rubenstein,Basic Books,2011,402
9780300000000,Heaven,"Colleen McDannell, Bernhard Lang",Yale University Press,2001,411
9781450000000,Proof of Heaven,Eben Alexander,Simon and Schuster,10/23/2012,208
9781400000000,The Heaven Answer Book,Billy Graham,Harper Collins,3/21/2012,179
9780800000000,90 Minutes in Heaven,"Don Piper, Cecil Murphey",Revell,9/1/2006,208
9781400000000,Under the Banner of Heaven,Jon Krakauer,Anchor,6/8/2004,432
9781840000000,Desiring God,John Piper,InterVarsity Press,2004,394
9780550000000,The God Delusion,Richard Dawkins,Houghton Mifflin Harcourt,1/16/2008,416
9781560000000,A Hunger for God,"William A. Barry, Kerry A. Maloney",Rowman & Littlefield,1/1/1991,150
9781430000000,The Insanity of God,"Nik Ripken, Gregg Lewis",B&H Publishing Group,1/1/2013,322
9781610000000,God of the Oppressed,James H. Cone,Orbis Books,1977,280
9780320000000,Woman of God,James Patterson,"Little, Brown",9/26/2016,400
9780620000000,The God Particle,"Leon M. Lederman, Dick Teresi",Houghton Mifflin Harcourt,1993,434
9780750000000,The Cult of the Mother of God in Byzantium,"Leslie Brubaker, Mary B. Cunningham","Ashgate Publishing, Ltd.",2011,306
9780910000000,In Conversation with God: Ordinary time : weeks 13-23,Francis Fernandez,Scepter Publishers,10/1/1991,629
9780320000000,Underwater Dogs,Seth Casteel,"Little, Brown",10/23/2012,144
9780680000000,The Big New Yorker Book of Dogs,The New Yorker Magazine,Random House,10/30/2012,416
9781590000000,101 Dog Tricks,"Kyra Sundance, Chalcy",Quarry,4/1/2007,208
9781590000000,Beloved Dog,Maira Kalman,Penguin Press HC,10/27/2015,160
9780230000000,Dogs,"Xiaoming Wang, Richard H. Tedford",Columbia University Press,2008,219
9781610000000,My Old Dog,Laura T. Coffey,New World Library,9/15/2015,256
9781770000000,Fifteen Dogs,Andre Alexis,Coach House Books,3/23/2015,160
9781100000000,The Genius of Dogs,"Brian Hare, Vanessa Woods",Penguin,2/5/2013,384
9781460000000,Marnie the Dog,Shirley Braha,Grand Central Publishing,10/27/2015,144
9780230000000,A Reading of Dante's Inferno,Wallace Fowlie,University of Chicago Press,5/15/1981,237
9780250000000,Dante's Inferno,"Dante Alighieri, Mark Musa",Indiana University Press,1995,409
9780200000000,The Divine Comedy of Dante Alighieri,Robert M. Durling,Oxford University Press,4/8/2004,720
9781110000000,Inferno,Dante Alighieri,"BiblioBazaar, LLC",2009-08,388
9780200000000,The Divine Comedy,Dante Alighieri,Oxford University Press,12/31/1961,432
9781580000000,Adventures of Huckleberry Finn,Mark Twain,Prestwick House Inc,1/30/2005,280
9780310000000,Understanding Adventures of Huckleberry Finn,Claudia D. Johnson,Greenwood Publishing Group,1996,246
9781400000000,The Adventures of Huckleberry Finn,"Oliver Ho, Mark Twain, Dan Andreasen","Sterling Publishing Company, Inc.",1/1/2006,153
9780390000000,The Annotated Huckleberry Finn,"Mark Twain, Michael Patrick Hearn",W. W. Norton & Company,2001,480
9780520000000,"Autobiography of Mark Twain, Volume 1",Mark Twain,Univ of California Press,11/15/2010,760
9780820000000,Mark Twain,"Mark Twain, Gary Scharnhorst",University of Alabama Press,10/22/2006,719
9781590000000,Mark Twain: Man in White,Michael Shelden,Random House,1/26/2010,528
9780830000000,Mark Twain Himself,"Mark Twain, Milton Meltzer",University of Missouri Press,2002,303
9781430000000,The Adventures of Tom Sawyer,Mark Twain,Macmillan,8/15/1989,256
9781850000000,Tom Sawyer & Huckleberry Finn,Mark Twain,Wordsworth Editions,1992,390
9781600000000,The Adventures of Tom Sawyer. ILLUSTRATED. : Illustrated by True Williams (Mobi Classics),Mark Twain,MobileReference,2008,197
9780490000000,Tom Sawyer,Mark Twain,Courier Corporation,3/7/2012,96
9781580000000,A Guide for Using the Adventures of Tom Sawyer in the Classroom,Katie Eyles,Teacher Created Resources,2002,48
9781580000000,Raven Quest,Sharon Stewart,Carolrhoda Books,2005,320
9781410000000,Raven's Revenge,Roy French,Trafford Publishing,2005,311
9780290000000,The Raven,Marquis James,University of Texas Press,1988,532
9781480000000,Raven,Wyatt E. Owens,Xlibris Corporation,2012-07,108
9780800000000,Zen Master Raven,Robert Aitken,Tuttle Publishing,2002-10,208
9780890000000,The American Crow and the Common Raven,Lawrence Kilham,Texas A&M University Press,10/1/1990,272
9781440000000,The Portable Edgar Allan Poe,Edgar Allan Poe,Penguin,10/3/2006,688
9780550000000,Edgar Allan Poe's Pie,J. Patrick Lewis,Houghton Mifflin Harcourt,4/3/2012,40
9780940000000,Poetry and Tales,Edgar Allan Poe,Library of America,1984,1408
9780760000000,Edgar Allan Poe,Milton Meltzer,Twenty-First Century Books,2003,144
9781580000000,The Best of Poe,Edgar Allan Poe,Prestwick House Inc,2006,232
9781680000000,The Complete Tales and Poems of Edgar Allan Poe,Edgar Allan Poe,Xist Publishing,3/24/2016,122
9780490000000,Literary Theory and Criticism,"Edgar Allan Poe, Leonard Cassuto",Courier Corporation,1999,193
9781870000000,Edgar Allan Poe,Graham Clarke,Routledge,1991,1508
9780140000000,PHP and MySQL by Example,"Ellie Quigley, Marko Gargenta",Prentice Hall Professional,11/22/2006,912
9781480000000,Mrs. Poe,Lynn Cullen,Simon and Schuster,10/1/2013,336
9780300000000,Testament Of Youth,Vera Brittain,Weidenfeld & Nicolson,7/16/2009,608
9780490000000,The Raven and Other Favorite Poems,Edgar Allan Poe,Courier Corporation,1/1/1991,50
9780310000000,The Raven and the Monkey's Paw,"Edgar Allan Poe, Edith Wharton, Saki, Charles Dickens, O. Henry",Modern Library,8/22/2012,224
9781440000000,The Raven and Other Writings,Edgar Allan Poe,Simon and Schuster,2/28/2012,448
9781940000000,"THE WORKS OF EDGAR ALLAN POE, The Raven Edition -",Edgar Allan Poe,Bottom of the Hill,6/1/2010,198
9783840000000,The Raven,Edgar Allan Poe,BoD – Books on Demand,2008,84
9781930000000,Edgar Allan Poe's Annotated Poems,Edgar Allan Poe,Bottletree Books LLC,2008-10,216
9781940000000,The Raven (Illustrated),Edgar Allan Poe,Top Five Books LLC,9/13/2013,32
9781440000000,The Raven And Other Poems,Edgar Allan Poe,Harper Collins,4/9/2013,50
9781460000000,Edgar Allan Poe: Selected Poetry and Tales,Edgar Allan Poe,Broadview Press,7/25/2012,544
9781940000000,Edgar Allan Poe: Essential Tales & Poems,Edgar Allan Poe,Top Five Books LLC,9/16/2013,640
9780450000000,The Complete Poetry of Edgar Allan Poe,Edgar Allan Poe,Penguin,2008,139
9781600000000,Edgar Allan Poe: Poetry and Tales,Edgar Allan Poe,Library of America,9/22/2015,1408
9780920000000,From Poetry to Prose in Old Provençal,Elizabeth Wilson Poe,"Summa Publications, Inc.",1/1/1984,119
9780380000000,Poe: Poems,Edgar Allan Poe,Everyman's Library,5/28/2014,256
9780420000000,Poems and Essays on Poetry,Edgar Allan Poe,Taylor & Francis,2003,150
9780250000000,Complete Poems,"Edgar Allan Poe, Thomas Ollive Mabbott",University of Illinois Press,1969,627
9780520000000,The Wayward Tourist,Mark Twain,Melbourne University Publish,2007,189
9780520000000,Autobiography of Mark Twain,"Mark Twain, Harriet Elinor Smith",Univ of California Press,2012,414
9781470000000,Complete Letters of Mark Twain,Mark Twain,Library of Alexandria,1967,453
9780490000000,Great Speeches,"Mark Twain, Bob Blaisdell",Courier Corporation,2013-01,169
9781590000000,Mark Twain Speaking,Paul Fatout,University of Iowa Press,9/1/2006,720
9780300000000,Mark Twain's Own Autobiography,Mark Twain,Univ of Wisconsin Press,2/25/2010,318
9780550000000,"Escaping Peril (Wings of Fire, Book 8)",Tui T. Sutherland,Scholastic Inc.,12/29/2015,336
9780550000000,"Talons of Power (Wings of Fire, Book 9)",Tui T. Sutherland,Scholastic Inc.,12/27/2016,336
9781100000000,The Amazing Book Is Not on Fire,"Dan Howell, Phil Lester",Random House Books for Young Readers,10/13/2015,224
9780350000000,The World of Ice & Fire,"George R. R. Martin, Elio Garcia, Linda Antonsson",Bantam,10/28/2014,336
9780550000000,Gates of Fire,Steven Pressfield,Bantam,1/30/2007,400
9781410000000,Wings of Fire: The Hidden Kingdom,Tui T.  Sutherland,Scholastic UK,10/3/2014,336
9781340000000,Darkstalker,Tui T. Sutherland,Scholastic Press,6/28/2016,400
9781100000000,Fire,Kristin Cashore,Penguin,10/5/2009,528
9780230000000,Fires,Marguerite Yourcenar,University of Chicago Press,11/5/1994,129
9780140000000,Brain On Fire: My Month of Madness,Susannah Cahalan,Penguin UK,11/13/2012,288
9781410000000,Rome,"Dorigen Sophie Caldwell, Lesley Caldwell","Ashgate Publishing, Ltd.",2011,262
9780800000000,A New Topographical Dictionary of Ancient Rome,"L. Richardson, jr",JHU Press,10/1/1992,458
9781610000000,The Origins of Baroque Art in Rome,"Alois Riegl, Andrew Hopkins, Arnold Alexander Witte, Alina Alexandra Payne",Getty Publications,2010,279
9780520000000,The Emperor and Rome,"Björn C. Ewald, Carlos F. Noreña",Cambridge University Press,12/2/2010,365
9788880000000,Roman Fountains,Marvin Pulvers,L'ERMA di BRETSCHNEIDER,2002,927
9780520000000,Rome Across Time and Space,"Claudia Bolgia, Rosamond McKitterick, John Osborne",Cambridge University Press,4/7/2011,351
9781100000000,"Marriage, a History",Stephanie Coontz,Penguin,2/28/2006,448
9781910000000,Book of Documents (Shujing),Confucius,Jiahu Books,2013-12,98
9780060000000,A People's History of the United States,Howard Zinn,Harper Collins,11/2/2010,768
9780310000000,Salt,Mark Kurlansky,Vintage Canada,3/18/2011,496
9781630000000,Killing the Rising Sun,"Bill O'Reilly, Martin Dugard",Henry Holt and Company,9/13/2016,304
9780190000000,A Brief History of Neoliberalism,David Harvey,OUP Oxford,1/4/2007,256
9780810000000,Framing Disease,"Charles E. Rosenberg, Janet Lynne Golden",Rutgers University Press,1992,326
9780760000000,History Decoded,"Brad Meltzer, Keith Ferrell",Workman Publishing,2013,152
9781480000000,The Gene,Siddhartha Mukherjee,Simon and Schuster,5/17/2016,608
9780490000000,"The Extraterrestrial Life Debate, 1750-1900",Michael J. Crowe,Courier Corporation,1999,680
9780300000000,London 1900,Jonathan Schneer,Yale University Press,2001,336
9780800000000,Budapest 1900,John Lukacs,Grove Press,1990,255
9781610000000,Sacred Possessions,"Gail Feigenbaum, S. Ebert-Schifferer, Galina Tirnanić",Getty Publications,2011,248
9781440000000,Standard Catalog of World Coins - 1801-1900,"George S. Cuhaj, Thomas Michael",Krause Publications,11/29/2012,1296
9781570000000,Rethinking Vienna 1900,Steven Beller,Berghahn Books,2001,292
9780770000000,"Diary of a European Tour, 1900","Margaret Addison, Jean O'Grady",McGill-Queen's Press - MQUP,11/30/1999,197
9780520000000,"Transforming the Screen, 1950-1959",Peter Lev,Univ of California Press,2003,382
9780910000000,The Nomos of the Earth in the International Law of the Jus Publicum Europaeum,Carl Schmitt,Telos Press Publishing,1/1/2003,372
9780520000000,Violence in Early Modern Europe 1500-1800,Julius R. Ruff,Cambridge University Press,10/4/2001,269
9781860000000,The Coming of the Book,"Lucien Febvre, Henri-Jean Martin",Verso,1/1/1997,378
9780670000000,Imperial China 900-1800,Frederick W. Mote,Harvard University Press,2003,1106
9780950000000,A Dictionary of Members of the Dublin Book Trade 1550-1800,"Mary Pollard, Bibliographical Society (Great Britain)",Oxford University Press,2000,675
9781140000000,"Warfare in Atlantic Africa, 1500-1800",John K. Thornton,Routledge,11/1/2002,208
9780300000000,The Art and Architecture of Islam 1250-1800,"Sheila Blair, Jonathan M. Bloom",Yale University Press,1995,348
9781860000000,Animal Rights,Hilda Kean,Reaktion Books,8/1/1998,272
9780490000000,1800 Mechanical Movements,Gardner Dexter Hiscox,Courier Corporation,2007,409
9780200000000,Adams vs. Jefferson,John Ferling,Oxford University Press,9/3/2004,288
9780800000000,A Guide to Western Historical Scripts from Antiquity to 1600,Michelle P. Brown,University of Toronto Press,11/1/1993,138
9780820000000,Making Big Money in 1600,Nelly Hanna,Syracuse University Press,1998,219
9780300000000,"Architecture in Italy, 1500-1600","Wolfgang Lotz, Deborah Howard",Yale University Press,1995,205
9780300000000,"Painting in Italy, 1500-1600",Sydney Joseph Freedberg,Yale University Press,1/1/1993,761
9780230000000,Traditional Japanese Literature,Haruo Shirane,Columbia University Press,2012,578
9780520000000,"Welsh Poems, Sixth Century to 1600",Gwyn Williams,Univ of California Press,1974,128
9780840000000,"French Musical Thought, 1600-1800",Georgia Cowart,University Rochester Press,1/1/1989,258
9780230000000,Sources of Chinese Tradition,William Theodore De Bary,Columbia University Press,8/13/2013,944
9780520000000,"The Uses of Script and Print, 1300-1700",Alexandra Walsham,Cambridge University Press,2004,298
9780300000000,"Flemish Art and Architecture, 1585-1700",Hans Vlieghe,Yale University Press,1998,339
9780520000000,Firearms,Kenneth Warren Chase,Cambridge University Press,7/7/2003,290
9780800000000,Cherokee Women,Theda Perdue,U of Nebraska Press,1998,252
9780800000000,"English Manuscript Studies, 1100-1700","Peter Beal, Jeremy Griffiths",University of Toronto Press,1993,306
9780720000000,"Poverty and Welfare in England, 1700-1850",Steven King,Manchester University Press,12/15/2000,294
9780260000000,Picturing Machines 1400-1700,Wolfgang Lefèvre,MIT Press,2004,347
9780250000000,The History of Keyboard Music to 1700,Willi Apel,Indiana University Press,1/1/1997,878
9781440000000,"Standard Catalog of World Coins, 1601-1700",George S. Cuhaj,"F+W Media, Inc.",11/30/2014,1606
9780810000000,New England Marriages Prior to 1700,unknown,Genealogical Publishing Com,1985,1009
9780520000000,"European Sexualities, 1400-1800",Katherine Crawford,Cambridge University Press,1/18/2007,246
9789040000000,"Patrons, Authors and Workshops",Godfried Croenen,Peeters Publishers,2006,529
9789000000000,Handbook of European History 1400 - 1600,"Thomas A. Brady, Heiko Augustinus Oberman, James D. Tracy",BRILL,1994,709
9780420000000,"The Age of Discovery, 1400-1600",David Arnold,Psychology Press,2002,69
9789000000000,The Emporium of the World,Angela Schottenhammer,BRILL,2001,449
9780800000000,"Women's Writing in Italy, 1400–1650",Virginia Cox,JHU Press,5/2/2008,464
9780300000000,"Architecture in Italy, 1400-1500","Ludwig Heinrich Heydenreich, Paul Davies",Yale University Press,1974,186
9780520000000,"Africa and Africans in the Making of the Atlantic World, 1400-1800",John Thornton,Cambridge University Press,4/28/1998,340
9781590000000,Fahrenheit 451,unknown,Spark Notes,2002-01,72
9788500000000,La conciencia deshumanizada,Juan Ignacio Hernáiz Blázquez,Editorial Club Universitario,6/12/2013,200
